name,metal,date_added,url,rating,edition,authors,artists,pages,price,ratings_count,setting
Ghosts of Dragonspear Castle (D&D Next),Adamantine seller,12/3/2013,https://www.dmsguild.com/product/123270/Ghosts-of-Dragonspear-Castle-DD-Next?filters=45471_0_0_0_0_0_0_0,4.5,5th Edition,"['Greg Bilsland', 'Bruce R. Cordell', 'Jeremy Crawford']","['Dave Allsop', 'Kalman Andrasofszky', 'Steve Argyle']",292,17.99,68,Forgotten Realms
Player's Handbook (3.5),Mithral seller,4/28/2015,https://www.dmsguild.com/product/148008/Players-Handbook-35?filters=45471_0_0_0_0_0_0_0,4.7,3rd Edition (d20 System),"['Peter Adkison', 'Richard Baker', 'Andy Collins', 'Monte Cook']","['Matt Adelsperger', 'Craig Cudnohufsky', 'Scott Fischer', 'Sherry Floyd']",320,9.99,45,No Setting
Confrontation at Candlekeep (5e),Platinum seller,10/6/2015,https://www.dmsguild.com/product/158952/Confrontation-at-Candlekeep-5e?filters=45471_0_0_0_0_0_0_0,4.3,5th Edition,"['Teos Abadia', 'Greg Bilsland', 'Shawn Merwin']",[],,4.99,26,Forgotten Realms
Murder in Baldur's Gate (5e),Mithral seller,10/13/2015,https://www.dmsguild.com/product/160318/Murder-in-Baldurs-Gate-5e?filters=45471_0_0_0_0_0_0_0,4.5,3rd Edition (d20 System),"['Greg Bilsland', 'Matthew Sernett', 'Steve Winter']","['Jason Engle', 'Kate Irwin', 'Tyler Jacobson', 'Mike Schley', 'Emi Tanji']",96,17.99,41,Forgotten Realms
Player's Handbook (4e),Mithral seller,10/20/2015,https://www.dmsguild.com/product/161671/Players-Handbook-4e?filters=45471_0_0_0_0_0_0_0,4.7,4th Edition,"['Richard Baker', 'Greg Bilsland', 'Logan Bonner', 'Bart Carroll', 'Michele Carter', 'Jennifer Clarke-Wilkes', 'Andy Collins', 'Bruce R. Cordell']","['Rob Alexander', 'Dave Allsop', 'Zoltan Boros', 'Christopher Burdett', 'Matt Cavotta', 'Leon Cortez', 'Eric Deschamps', 'Wayne England']",320,9.99,29,No Setting
Neverwinter Campaign Setting (4e),Mithral seller,11/3/2015,https://www.dmsguild.com/product/163174/Neverwinter-Campaign-Setting-4e?filters=45471_0_0_0_0_0_0_0,4.5,4th Edition,"['Jeremy Crawford', 'Erik Scott de Bie', 'Ari Marmell', 'Stephen Schubert']","['Dave Allsop', 'Scott Altmann', 'Steve Argyle', 'Zoltan Boros']",224,14.99,30,Forgotten Realms
Legacy of the Crystal Shard (Next),Platinum seller,11/17/2015,https://www.dmsguild.com/product/166079/Legacy-of-the-Crystal-Shard-Next?filters=45471_0_0_0_0_0_0_0,4.7,5th Edition,"['Jeffrey Ludwig', 'R. A. Salvatore', 'Matthew Sernett', 'James Wyatt']","['Eric Belisle', 'Sam Carr', 'Crut', 'Tyler Jacobson']",96,14.99,30,Forgotten Realms
Ed Greenwood Presents Elminster's Forgotten Realms,Mithral seller,11/24/2015,https://www.dmsguild.com/product/166568/Ed-Greenwood-Presents-Elminsters-Forgotten-Realms?filters=45471_0_0_0_0_0_0_0,4.7,4th Edition,['Ed Greenwood'],"['Eric Belisle', 'Julie Dillon', 'Rick Drennan', 'Jasper Ejsing']",160,14.99,54,Forgotten Realms
Volo's Guide to Waterdeep (2e),Platinum seller,12/24/2013,https://www.dmsguild.com/product/16836/Volos-Guide-to-Waterdeep-2e?filters=45471_0_0_0_0_0_0_0,4.5,2nd Edition,['Ed Greenwood'],"['Robh Ruppel', 'Valerie Valusek']",240,9.99,32,Forgotten Realms
Monstrous Manual (2e),Adamantine seller,8/25/2015,https://www.dmsguild.com/product/16865/Monstrous-Manual-2e?filters=45471_0_0_0_0_0_0_0,4.7,2nd Edition,['Tim Beach'],[],384,24.99,134,No Setting
"Player's Handbook, Revised (2e)",Adamantine seller,8/18/2015,https://www.dmsguild.com/product/16868/Players-Handbook-Revised-2e?filters=45471_0_0_0_0_0_0_0,4.7,2nd Edition,['Dave Cook'],[],320,9.99,157,No Setting
A0-A4: Against the Slave Lords (1e),Mithral seller,1/5/2016,https://www.dmsguild.com/product/169626/A0A4-Against-the-Slave-Lords-1e?filters=45471_0_0_0_0_0_0_0,4.8,1st Edition,"['David ""Zeb"" Cook', 'Allen Hammack', 'Harold Johnson', 'Tom Moldvay']","['Jeff Dee', 'Kim Feigenbaum', 'Dave LaForce', 'Rich Longmore']",176,9.99,69,Greyhawk
Monster Manual (1e),Adamantine seller,7/14/2015,https://www.dmsguild.com/product/17002/Monster-Manual-1e?filters=45471_0_0_0_0_0_0_0,4.8,1st Edition,['Gary Gygax'],"['David C. Sutherland III', 'Dave Trampier', 'Tom Wham', 'Jean Wells']",112,9.99,147,No Setting
Players Handbook (1e),Adamantine seller,7/7/2015,https://www.dmsguild.com/product/17003/Players-Handbook-1e?filters=45471_0_0_0_0_0_0_0,4.8,1st Edition,['Gary Gygax'],"['Dave Trampier', 'Dave C. Sutherland III']",128,9.99,193,No Setting
Dungeon Master's Guide (1e),Adamantine seller,7/21/2015,https://www.dmsguild.com/product/17004/Dungeon-Masters-Guide-1e?filters=45471_0_0_0_0_0_0_0,4.7,1st Edition,['Gary Gygax'],"['David C. Sutherland III', 'Dave Trampier', 'Darlene Pekul', 'Will McLean', 'David S. La Force']",240,9.99,208,No Setting
Unearthed Arcana (1e),Mithral seller,1/12/2016,https://www.dmsguild.com/product/170096/Unearthed-Arcana-1e?filters=45471_0_0_0_0_0_0_0,4.8,1st Edition,['Gary Gygax'],"['Jeff Easley', 'James Holloway', 'Roger Raupp', 'Jim Roslof', 'Timothy Truman']",128,9.99,83,No Setting
G1-3 Against the Giants (1e),Adamantine seller,1/22/2013,https://www.dmsguild.com/product/17037/G13-Against-the-Giants-1e?filters=45471_0_0_0_0_0_0_0,4.6,1st Edition,['Gary Gygax'],"['David C. Sutherland III', 'David A. Trampier', 'Jeff Dee', 'David S. LaForce', 'Erol Otis', 'Bill Willingham']",32,4.99,82,Greyhawk
D1-2 Descent into the Depths of the Earth (1e),Adamantine seller,1/22/2013,https://www.dmsguild.com/product/17041/D12-Descent-into-the-Depths-of-the-Earth-1e?filters=45471_0_0_0_0_0_0_0,4.6,1st Edition,['Gary Gygax'],"['David C. Sutherland III', 'David A. Trampier', 'Jim Roslof', 'Jeff Dee', 'Erol Otus', 'David S. LaForce', 'Bill Willingham']",28,6.99,55,Greyhawk
D3 Vault of the Drow (1e),Adamantine seller,1/22/2013,https://www.dmsguild.com/product/17043/D3-Vault-of-the-Drow-1e?filters=45471_0_0_0_0_0_0_0,4.5,1st Edition,['Gary Gygax'],"['David C. Sutherland III', 'David A. Trampier', 'Jeff Dee', 'David S. LaForce', 'Erol Otus']",32,6.99,55,Greyhawk
Q1 Queen of the Demonweb Pits (1e),Mithral seller,1/22/2013,https://www.dmsguild.com/product/17054/Q1-Queen-of-the-Demonweb-Pits-1e?filters=45471_0_0_0_0_0_0_0,4.5,1st Edition,"['David C. Sutherland III', 'Gary Gygax']","['Jeff Dee', 'David S. LaForce', 'Erol Otus', 'Jim Roslof', 'David C. Sutherland III']",40,4.99,54,Greyhawk
N1 Against the Cult of the Reptile God (1e),Adamantine seller,1/22/2013,https://www.dmsguild.com/product/17056/N1-Against-the-Cult-of-the-Reptile-God-1e?filters=45471_0_0_0_0_0_0_0,4.7,1st Edition,['Douglas Niles'],[],32,6.99,137,Greyhawk
S2 White Plume Mountain (1e),Mithral seller,6/7/2016,https://www.dmsguild.com/product/17064/S2-White-Plume-Mountain-1e?filters=45471_0_0_0_0_0_0_0,4.6,1st Edition,['Lawrence Schick'],[],16,4.99,40,Greyhawk
S4: The Lost Caverns of Tsojcanth (1e),Platinum seller,7/17/2018,https://www.dmsguild.com/product/17066/S4-The-Lost-Caverns-of-Tsojcanth-1e?filters=45471_0_0_0_0_0_0_0,4.4,1st Edition,['Gary Gygax'],"['Jeff Easley', 'James Holloway', 'Erol Otus', 'Stephen Sullivan']",64,7.99,34,Greyhawk
T1 The Village of Hommlet (1e),Adamantine seller,1/22/2013,https://www.dmsguild.com/product/17067/T1-The-Village-of-Hommlet-1e?filters=45471_0_0_0_0_0_0_0,4.4,1st Edition,['Gary Gygax'],"['Dave A. Trampier', 'David A. Sutherland III']",24,4.99,85,Greyhawk
T1-4 Temple of Elemental Evil (1e),Adamantine seller,1/22/2013,https://www.dmsguild.com/product/17068/T14-Temple-of-Elemental-Evil-1e?filters=45471_0_0_0_0_0_0_0,4.5,1st Edition,"['Gary Gygax', 'Frank Mentzer']","['Jeff Butler', 'Clyde Caldwell', 'Jeff Easley', 'Larry Elmore', 'Keith Parkinson', 'Dave A. Trampier']",128,9.99,323,Greyhawk
B1 In Search of the Unknown (Basic),Adamantine seller,1/22/2013,https://www.dmsguild.com/product/17081/B1-In-Search-of-the-Unknown-Basic?filters=45471_0_0_0_0_0_0_0,4.3,Basic/Expert,['Mike Carr'],"['David C. Sutherland III', 'David A. Trampier']",32,6.99,222,Greyhawk
Night Below: An Underdark Campaign (2e),Adamantine seller,7/11/2017,https://www.dmsguild.com/product/17087/Night-Below-An-Underdark-Campaign-2e?filters=45471_0_0_0_0_0_0_0,4.6,2nd Edition,['Carl Sargent'],"['Jeff Easley', 'Glen Michael Angus', 'Arnie Swekel']",192,9.99,95,No Setting
B2 The Keep on the Borderlands (Basic),Adamantine seller,1/22/2013,https://www.dmsguild.com/product/17158/B2-The-Keep-on-the-Borderlands-Basic?filters=45471_0_0_0_0_0_0_0,4.5,Basic/Expert,['Gary Gygax'],"['David S. LaForce', 'Erol Otus', 'Jim Roslof']",28,7.99,208,Greyhawk
Dark Sun Boxed Set (2e),Adamantine seller,5/6/2014,https://www.dmsguild.com/product/17169/Dark-Sun-Boxed-Set-2e?filters=45471_0_0_0_0_0_0_0,4.7,2nd Edition,"['Timothy B. Brown', 'Troy Denning']","['Brom', 'Tom Baxa']",265,9.99,113,Dark Sun
D&D Rules Cyclopedia (Basic),Adamantine seller,7/2/2013,https://www.dmsguild.com/product/17171/DD-Rules-Cyclopedia-Basic?filters=45471_0_0_0_0_0_0_0,4.7,Basic/Expert,"['Aaron Allston', 'Frank Mentzer']","['Jeff Easley', 'Terry Dykstra']",304,9.99,550,No Setting
Spelljammer: Adventures in Space (2e),Adamantine seller,3/4/2014,https://www.dmsguild.com/product/17263/Spelljammer-Adventures-in-Space-2e?filters=45471_0_0_0_0_0_0_0,4.6,2nd Edition,['Jeff Grubb'],"['Jeff Easley', 'Jim Holloway', 'Diesel', 'Roy Parker']",278,9.99,132,Spelljammer
Planescape Campaign Setting (2e),Adamantine seller,1/6/2015,https://www.dmsguild.com/product/17267/Planescape-Campaign-Setting-2e?filters=45471_0_0_0_0_0_0_0,4.8,2nd Edition,['David Cook'],"['Robh Ruppel', 'Dana Knutson', 'Tony DiTerlizzi']",236,14.99,195,Planescape
In the Cage: A Guide to Sigil (2e),Adamantine seller,12/30/2014,https://www.dmsguild.com/product/17274/In-the-Cage-A-Guide-to-Sigil-2e?filters=45471_0_0_0_0_0_0_0,4.8,2nd Edition,"['Wolfgang Baur', 'Rick Swan']","['Dana Andrews', 'Dee Barnett', 'Ned Dameron', 'Tony DiTerlizzi', 'Robert Lazzaretti', 'Dawn Murin', 'Robh Ruppel']",128,12.99,103,Planescape
I6 Ravenloft (1e),Adamantine seller,10/8/2013,https://www.dmsguild.com/product/17527/I6-Ravenloft-1e?filters=45471_0_0_0_0_0_0_0,4.7,1st Edition,"['Tracy Hickman', 'Laura Hickman']",['Clyde Caldwell'],37,6.99,139,Ravenloft
Netheril: Empire of Magic (2e),Platinum seller,12/13/2016,https://www.dmsguild.com/product/17546/Netheril-Empire-of-Magic-2e?filters=45471_0_0_0_0_0_0_0,4.8,2nd Edition,"['Dale ""Slade"" Henson', 'Jim Butler']","['Ciruelo Cabral', 'Jesus Redondo']",160,9.99,17,Forgotten Realms
"Dungeon Master Guide, Revised (2e)",Adamantine seller,9/1/2015,https://www.dmsguild.com/product/17552/Dungeon-Master-Guide-Revised-2e?filters=45471_0_0_0_0_0_0_0,4.7,2nd Edition,['Dave Cook'],[],256,9.99,115,No Setting
S1 Tomb of Horrors (1e),Mithral seller,5/31/2016,https://www.dmsguild.com/product/176871/S1-Tomb-of-Horrors-1e?filters=45471_0_0_0_0_0_0_0,4.6,1st Edition,['Gary Gygax'],"['David C. Sutherland III', 'David A. Trampier']",36,6.99,54,Greyhawk
I3-5 Desert of Desolation (1e),Platinum seller,10/25/2016,https://www.dmsguild.com/product/196428/I35-Desert-of-Desolation-1e?filters=45471_0_0_0_0_0_0_0,4.8,1st Edition,"['Tracy Hickman', 'Laura Hickman', 'Philip Meyers', 'Peter L. Rice']","['Dennis Kauth', 'Ron Kauth', 'Dave LaForce', 'Keith Parkinson']",128,9.99,23,Forgotten Realms
Greyhawk: The Adventure Begins,Electrum seller,3/6/2024,https://www.dmsguild.com/product/234843/Greyhawk-The-Adventure-Begins?filters=45471_0_0_0_0_0_0_0,4,2nd Edition,['Roger E. Moore'],"['David A. Roach', 'Tony Szcudlo', 'Sam Wood']",128,9.99,1,Greyhawk
City of Splendors: Waterdeep (3.5),Mithral seller,11/19/2013,https://www.dmsguild.com/product/25995/City-of-Splendors-Waterdeep-35?filters=45471_0_0_0_0_0_0_0,4.7,3rd Edition (d20 System),"['Eric L. Boyd', 'with Richard Baker', 'Ed Greenwood', 'James Jacobs', 'Sean K. Reynolds', 'Steven Schend']","['Dee Barnett', 'Steven Belledin', 'Steve Ellis (I)']",160,35,31,Forgotten Realms
OD&D Dungeons & Dragons Original Edition (0e),Mithral seller,1/26/2016,https://www.dmsguild.com/product/28306/ODD-Dungeons--Dragons-Original-Edition-0e?filters=45471_0_0_0_0_0_0_0,4.7,Original Edition (OD&D),"['Gary Gygax', 'Dave Arneson']","['Keenan Powell', 'Greg Bell', 'C. Corey', 'Dave Arneson', 'T. Keogh', 'David Sutherland']",122,9.99,85,No Setting
Eberron Campaign Setting (3e),Mithral seller,3/18/2014,https://www.dmsguild.com/product/28474/Eberron-Campaign-Setting-3e?filters=45471_0_0_0_0_0_0_0,4.7,3rd Edition (d20 System),"['Keith Baker', 'Bill Slavicsek', 'James Wyatt']","['Wayne Reynolds', 'Dennis Kauth', 'Rob Lazzaretti', 'Dave Allsop', 'Kalman Andrasofszky', 'John Avon', 'Ted Beargeon', 'Beet', 'David Bircham', 'Tomm Coker', 'Rafa Garres', 'Frazer Irving', 'Andrew Jones', 'Dana Knutson', 'Ron Lemen', 'Lee Moyer', 'Lucio Parrillo', 'Martina Pilcerova', 'Stev']",288,9.99,48,Eberron
"EBERRON: Sharn, City of Towers (3.5)",Mithral seller,12/10/2013,https://www.dmsguild.com/product/28713/EBERRON-Sharn-City-of-Towers-35?filters=45471_0_0_0_0_0_0_0,4.7,3rd Edition (d20 System),"['Keith Baker', 'James Wyatt']","['Wayne Reynolds', 'Daniel Hawkins', 'Dennis Kauth', 'Rob Lazzaretti', 'Jason Alexander', 'Tomm Coker', 'Eric Deschamps', 'Tomas Giorello', 'Howard Lyon', 'Charles P. Morrow', 'Lucio Parrillo', 'Steve Prescott', 'Francis Tsai', 'Anne Stokes', 'Anthony Waters', 'James Zhang']",194,14.99,42,Eberron
Forgotten Realms Campaign Setting (3e),Mithral seller,7/8/2014,https://www.dmsguild.com/product/28729/Forgotten-Realms-Campaign-Setting-3e?filters=45471_0_0_0_0_0_0_0,4.5,3rd Edition (d20 System),"['Ed Greenwood', 'Sean K Reynolds', 'Skip Williams', 'Rob Heinsoo']","['Robert Campbell', 'Sherry Floyd', 'Robert Raper', 'Todd Lockwood', 'Sam Wood', 'Matt Wilson', 'Carlo Arellano', 'Stephanie Pui-Mun Law', 'Rob Lazzaretti', 'Todd Gamble', 'Dennis Kauth']",331,15.99,35,Forgotten Realms
Red Hand of Doom (3e),Adamantine seller,12/16/2014,https://www.dmsguild.com/product/28797/Red-Hand-of-Doom-3e?filters=45471_0_0_0_0_0_0_0,4.7,3rd Edition (d20 System),"['Richard Baker', 'James Jacobs']","['David Hudnut', 'Wayne England', 'Randy Gallegos', 'Des Hanley', 'Rakoh Horsley', 'Howard Lyon Lucio Parillo Eric Polak', 'Scott Roller', 'Francis Tsai', 'Franz Vohwinkel', 'Eva Widermann']",132,9.99,99,No Setting
"Book of Challenges: Dungeon Rooms, Puzzles, and Traps (3e)",Adamantine seller,9/22/2015,https://www.dmsguild.com/product/3736/Book-of-Challenges-Dungeon-Rooms-Puzzles-and-Traps-3e?filters=45471_0_0_0_0_0_0_0,4.5,3rd Edition (d20 System),"['Daniel Kaufman', 'Gwendolyn Kestrel', 'Mike Selinker', 'Skip Williams']","['Todd Lockwood', 'David Day', 'Wayne Reynolds']",128,12.99,64,No Setting
EBERRON: Shadows of the Last War (3.5),Platinum seller,12/10/2013,https://www.dmsguild.com/product/3739/EBERRON-Shadows-of-the-Last-War-35?filters=45471_0_0_0_0_0_0_0,4.5,3rd Edition (d20 System),"['Keith Baker', 'Bill Slavicsek']","['Tommy Castillo', 'Lisa Hanson', 'Daniel Hawkins', 'Dennis Kauth', 'Robert Lazzaretti', 'Robert Raper', 'Wayne Reynolds']",34,6.99,11,Eberron
Grand History of the Realms (3.5),Mithral seller,1/22/2013,https://www.dmsguild.com/product/51644/Grand-History-of-the-Realms-35?filters=45471_0_0_0_0_0_0_0,4.7,3rd Edition (d20 System),"['Brian R. James', 'Ed Greenwood', 'George Krashos', 'Eric L. Boyd', 'Thomas Costa']",['Todd Lockwood'],162,9.99,38,Forgotten Realms
Monster Manual (4e),Mithral seller,10/27/2015,https://www.dmsguild.com/product/56693/Monster-Manual-4e?filters=45471_0_0_0_0_0_0_0,4.5,4th Edition,"['Richard Baker', 'Greg Bilsland', 'Logan Bonner', 'Bart Carroll', 'Michele Carter', 'Jennifer Clarke-Wilkes', 'Andy Collins', 'Bruce R. Cordell']","['Dave Allsop', 'Steve Argyle', 'Daren Bader', 'Zoltan Boros', 'Miguel Coimbra', 'Leon Cortez', 'Stephen Crowe', 'Jason Engle']",289,9.99,34,No Setting
Dungeon Master's Guide (4e),Platinum seller,11/3/2015,https://www.dmsguild.com/product/56694/Dungeon-Masters-Guide-4e?filters=45471_0_0_0_0_0_0_0,4.6,4th Edition,['James Wyatt'],"['Wayne Reynolds', 'Brian Hagan']",225,9.99,21,No Setting
Dungeon Delve (4e),Platinum seller,1/22/2013,https://www.dmsguild.com/product/110211/Dungeon-Delve-4e?filters=45471_0_0_0_0_0_0_0,4.7,4th Edition,"['David Noonan', 'David Christ', 'Greg Marks', 'Shawn Merwin', 'Dru Moore', 'Bill Slavicsek']","['Wayne Reynolds', 'Rob Alexander', 'Dave Allsop', 'Lee Moyer', ""William O'Connor""]",192,14.99,21,No Setting
D&D Basic Set Rulebook (B/X ed.) (Basic),Adamantine seller,1/22/2013,https://www.dmsguild.com/product/110274/DD-Basic-Set-Rulebook-B-X-ed-Basic?filters=45471_0_0_0_0_0_0_0,4.8,Basic/Expert,['Tom Moldvay'],"['Jeff Dee', 'David S. LaForce', 'Erol Otus', 'James Roslof', 'Bill Willingham']",64,4.99,194,No Setting
D&D Basic Set - Player's Manual (BECMI ed.) (Basic),Adamantine seller,7/16/2013,https://www.dmsguild.com/product/116578/DD-Basic-Set--Players-Manual-BECMI-ed-Basic?filters=45471_0_0_0_0_0_0_0,4.8,Basic/Expert,['Frank Mentzer'],"['Helen Bedford', 'Jeff Easley', 'Larry Elmore']",64,4.99,74,No Setting
Dungeons & Dragons Expert Set Rulebook (BECMI ed.) (Basic),Mithral seller,8/2/2016,https://www.dmsguild.com/product/116581/Dungeons--Dragons-Expert-Set-Rulebook-BECMI-ed-Basic?filters=45471_0_0_0_0_0_0_0,4.7,Basic/Expert,['Frank Mentzer'],"['Jeff Dee', 'Larry Elmore', 'Wade Hampton', 'Dave LaForce', 'Erol Otus', 'Jim Roslof', 'Bill Willingham']",48,4.99,41,No Setting
Vault of the Dracolich (D&D Next),Mithral seller,10/22/2013,https://www.dmsguild.com/product/120762/Vault-of-the-Dracolich-DD-Next?filters=45471_0_0_0_0_0_0_0,4.4,5th Edition,"['Teos Abadia', 'Scott Fitzgerald Gray', 'Michael E. Shea']","['Eric Belisle', 'Sam Carr', 'Carmen Cheung', 'Kate Irwin', 'Mike Schley', 'Michael E. Shea']",26,4.99,47,Forgotten Realms
EBERRON: Five Nations (3.5),Platinum seller,11/5/2013,https://www.dmsguild.com/product/121301/EBERRON-Five-Nations-35?filters=45471_0_0_0_0_0_0_0,4.4,3rd Edition (d20 System),"['Brian Campbell', 'Scott Gearin', 'Kolja Raven Liquette', 'David Noonan', 'Christopher Perkins', 'Bill Slavicsek']","['Scott Fischer', 'Tomas Giorello', 'Dennis Kauth']",160,14.99,25,Eberron
Dreams of the Red Wizards: Scourge of the Sword Coast (D&D Next),Mithral seller,2/4/2014,https://www.dmsguild.com/product/125600/Dreams-of-the-Red-Wizards-Scourge-of-the-Sword-Coast-DD-Next?filters=45471_0_0_0_0_0_0_0,4.5,5th Edition,"['Tito Leati', 'Matt Sernett', 'Chris Sims']","['Tyler Jacobson', 'Sam Carr', 'Miles Johnston', 'Mike Schley', 'Mark Winters']",85,14.99,52,Forgotten Realms
Monster Manual (3.5),Mithral seller,5/5/2015,https://www.dmsguild.com/product/148765/Monster-Manual-35?filters=45471_0_0_0_0_0_0_0,4.8,3rd Edition (d20 System),"['Peter Adkison', 'Richard Baker', 'Jason Carl', 'Jennifer Clarke-Wilkes']","['Dana Andrews', 'Glen Michael Angus', 'Carlo Arellano', 'Daren Bader']",320,9.99,34,No Setting
Dungeon Master's Guide (3.5),Mithral seller,5/12/2015,https://www.dmsguild.com/product/149132/Dungeon-Masters-Guide-35?filters=45471_0_0_0_0_0_0_0,4.8,3rd Edition (d20 System),"['Peter Adkison', 'Richard Baker', 'Andy Collins', 'Monte Cook', 'David Noonan', 'Rich Redman', 'Jonathan Tweet', 'Skip Williams']","['Matt Adelsperger', 'Matt Cavotta', 'Ed Cox', 'Craig Cudnohufsky', 'Scott Fischer', 'Sherry Floyd', 'Todd Lockwood', 'David G. Martin', 'Raven Mimura', 'Dawn Murin', 'Wayne Reynolds']",320,9.99,36,No Setting
Dungeons & Dragons Essentials: Monster Vault (4e),Platinum seller,10/6/2015,https://www.dmsguild.com/product/158946/Dungeons--Dragons-Essentials-Monster-Vault-4e?filters=45471_0_0_0_0_0_0_0,4.8,4th Edition,"['Logan Bonner', 'Matthew Sernett', 'Rodney Thompson']",[],288,,15,No Setting
Dragonlance Adventures (1e),Mithral seller,10/27/2015,https://www.dmsguild.com/product/162788/Dragonlance-Adventures-1e?filters=45471_0_0_0_0_0_0_0,4.5,1st Edition,"['Larry Elmore', 'Jeff Grubb', 'Tracy Hickman', 'Laura Hickman', 'Bruce Nesmith', 'Douglas Niles', 'Margaret Weis']","['George Barr', 'Jeff Easley', 'Karen Wynn Fonstad', 'Dennis Kauth', 'Stephanie Tabat']",128,8.99,62,Dragonlance
The Ruins of Undermountain (2e),Platinum seller,8/22/2017,https://www.dmsguild.com/product/16785/The-Ruins-of-Undermountain-2e?filters=45471_0_0_0_0_0_0_0,4.6,2nd Edition,['Ed Greenwood'],"['Brom', 'Karl Waller']",160,7.99,27,Forgotten Realms
City of Splendors,Gold seller,3/24/2022,https://www.dmsguild.com/product/16790/City-of-Splendors?filters=45471_0_0_0_0_0_0_0,4.4,1st Edition,[],[],,6.95,8,Forgotten Realms
H4 The Throne of Bloodstone (1e),Platinum seller,6/14/2016,https://www.dmsguild.com/product/16805/H4-The-Throne-of-Bloodstone-1e?filters=45471_0_0_0_0_0_0_0,4.5,1st Edition,"['Douglas Niles', 'Michael Dobson']","['Keith Parkinson', 'Graham Nolan']",96,4.99,26,Forgotten Realms
Menzoberranzan: City of Intrigue (4e),Platinum seller,12/22/2015,https://www.dmsguild.com/product/168539/Menzoberranzan-City-of-Intrigue-4e?filters=45471_0_0_0_0_0_0_0,4.8,4th Edition,"['Brian R. James', 'Eric Menge']","['Eric Belisle', 'Milivoj Ceran', 'Jesper Ejsing', 'Wayne England']",172,14.99,13,Forgotten Realms
GAZ1 The Grand Duchy of Karameikos (Basic),Adamantine seller,1/7/2014,https://www.dmsguild.com/product/16974/GAZ1-The-Grand-Duchy-of-Karameikos-Basic?filters=45471_0_0_0_0_0_0_0,4.7,Basic/Expert,['Aaron Allston'],"['Clyde Caldwell', 'Stephen Fabian', 'Dennis Kauth', 'Ron Kauth', 'David C. Sutherland III']",77,4.99,135,Known World
GAZ6 The Dwarves of Rockhome (Basic),Mithral seller,2/16/2016,https://www.dmsguild.com/product/16999/GAZ6-The-Dwarves-of-Rockhome-Basic?filters=45471_0_0_0_0_0_0_0,4.7,Basic/Expert,['Aaron Allston'],"['Clyde Caldwell', 'Stephen Fabian']",96,4.99,66,Known World
Chainmail: Rules for Medieval Miniatures (0e),Mithral seller,1/10/2017,https://www.dmsguild.com/product/17010/Chainmail-Rules-for-Medieval-Miniatures-0e?filters=45471_0_0_0_0_0_0_0,4.5,Original Edition (OD&D),"['Gary Gygax', 'Jeff Perren']",['Don Lowry'],44,4.99,58,No Setting
S3 Expedition to the Barrier Peaks (1e),Platinum seller,5/24/2016,https://www.dmsguild.com/product/17065/S3-Expedition-to-the-Barrier-Peaks-1e?filters=45471_0_0_0_0_0_0_0,4.4,1st Edition,['Gary Gygax'],"['Jeff Dee', 'Gregory K. Fleming', 'Dave LaForce', 'Erol Otus']",68,6.99,41,Greyhawk
U1 The Sinister Secret of Saltmarsh (1e),Mithral seller,1/22/2013,https://www.dmsguild.com/product/17069/U1-The-Sinister-Secret-of-Saltmarsh-1e?filters=45471_0_0_0_0_0_0_0,4.6,1st Edition,"['Dave J. Browne', 'Don Turnbull']","['Jim Holloway', 'Dave de Leuw', 'Harry Quinn', 'Stephen D. Sullivan']",32,6.99,81,Greyhawk
B4 The Lost City (Basic),Adamantine seller,1/22/2013,https://www.dmsguild.com/product/17084/B4-The-Lost-City-Basic?filters=45471_0_0_0_0_0_0_0,4.6,Basic/Expert,['Tom Moldvay'],"['Jim Holloway', 'Harry Quinn', 'Stephen D. Sullivan']",28,7.99,90,Greyhawk
X2 Castle Amber (Basic),Mithral seller,6/25/2013,https://www.dmsguild.com/product/17088/X2-Castle-Amber-Basic?filters=45471_0_0_0_0_0_0_0,4.4,Basic/Expert,['Tom Moldvay'],"['Jim Holloway', 'Harry Quinn', 'Jim Roslof', 'Stephen D. Sullivan', 'Erol Otus']",32,4.99,75,Known World
B10 Night's Dark Terror (Basic),Adamantine seller,2/5/2013,https://www.dmsguild.com/product/17119/B10-Nights-Dark-Terror-Basic?filters=45471_0_0_0_0_0_0_0,4.7,Basic/Expert,"['Jim Bambra', 'Graeme Morris', 'Phil Gallagher']","['Brian Williams', 'Helen Bedford']",64,4.99,100,Known World
B1-9 In Search of Adventure (Basic),Mithral seller,5/29/2018,https://www.dmsguild.com/product/17131/B19-In-Search-of-Adventure-Basic?filters=45471_0_0_0_0_0_0_0,4.5,Basic/Expert,"['David ""Zeb"" Cook', 'Jeff Grubb', 'Gary Gygax', 'Tracy Hickman']","['Clyde Caldwell', 'Steve Chappell', 'Jeff Easley', 'Larry Elmore']",162,9.99,73,Greyhawk
D&D Companion Set (BECMI Ed.) (Basic),Mithral seller,8/2/2016,https://www.dmsguild.com/product/17165/DD-Companion-Set-BECMI-Ed-Basic?filters=45471_0_0_0_0_0_0_0,4.7,Basic/Expert,['Frank Mentzer'],"['Larry Elmore', 'Jeff Easley']",96,4.99,40,No Setting
